substance,paper,journal,year,authors,reprint,contact_name,contact_email,abstract,last_sent_date,thread_id,follow_up_date,keep,comments
ALC,An Integrated Multimodal Model of Alcohol Use Disorder Generated by Data-Driven Causal Discovery Analysis,Neuropsychopharmacology,2020,"Rawls, Eric; Kummerfeld, Erich; Zilverstand, Anna",NA,NA,someemail@address.com,NA,NA,NA,NA,0,
ALC,BNST Intrinsic Connectivity Alterations in Early Abstinence From Alcohol Use Disorder,Neuropsychopharmacology,2020,"Flook, Elizabeth; Feola, Brandee; Benningfield, Margaret M.; Silveri, Marisa M.; Winder, Danny G.; Blackford, Jennifer U.",NA,NA,someemail@address.com,NA,NA,NA,NA,0,
ALC,Neural Correlates of Goal-Directed Control in Video Game Addiction and Alcohol Use Disorder,Biol. Psychiatry,2020,"Park, Harhim; Hang-Nyoung, Choi; Kwon, Mina; Woo-Young, Ahn; Young-Chul, Jung",NA,NA,someemail@address.com,NA,NA,NA,NA,0,
ALC,Neurofunctional Domains in Alcohol Use Disorder Predict Multiple Adverse Outcomes Linked to Addiction,Neuropsychopharmacology,2020,"Schwandt, Melanie; Kwako, Laura; Ramchandani, Vijay; Diazgranados, Nancy; Blanco, Carlos; Goldman, David",NA,NA,someemail@address.com,NA,NA,NA,NA,0,
ALC,Resting State Functional Connectivity and mGlu5 Receptor Availability at Multiple Abstinence Time Points in Patients With Alcohol Use Disorder,Neuropsychopharmacology,2020,"Smart, Kelly; Worhunsky, Patrick; Angarita-Africano, Gustavo; Anderson, Jon Mikael; Esterlis, Irina; Nabeel, Nabulsi; Huang, Yiyun; Scheinost, Dustin; Carson, Richard; Krystal, John; O'Malley, Stephanie; Cosgrove, Kelly; Hillmer, Ansel",NA,NA,someemail@address.com,NA,NA,NA,NA,0,
ALC,Abnormal fronto-striatal intrinsic connectivity reflects executive dysfunction in alcohol use disorders,Cortex,2019,"Galandra, Caterina; Basso, Gianpaolo; Manera, Marina; Crespi, Chiara; Giorgi, Ines; Vittadini, Giovanni; Poggi, Paolo; Canessa, Nicola","Canessa, N (corresponding author), Piazza Vittoria 15, I-27100 Pavia, Italy.",Canessa,someemail@address.com,"The neural bases of cognitive impairment(s) in alcohol use disorders (AUDs) have been explained either with the specific involvement of frontal regions mostly affected by alcohol neurotoxic effects, or with a global brain damage underlying different neuro-cognitive alterations. Novel insights into this issue might come from the analysis of resting-state brain activity, representing a baseline level of intrinsic connectivity within and between the networks underlying cognitive performance. We thus addressed the neural bases of cognitive impairment(s) in 22 AUD patients, compared with 18 healthy controls, by coupling resting-state fMRI with an in-depth neuropsychological assessment of the main cognitive domains. We assessed a relationship between AUD patients' cognitive impairment and two complementary facets of intrinsic brain functioning, i.e., intensity of activation and functional network connectivity, related to the strength of connectivity within and between resting-state networks, respectively. Alcoholic patients' decreased cognitive performance involved specifically an executive domain associated with attentional and working-memory tasks. This impairment reflected an abnormal relationship, in patients versus controls, between cognitive performance and the intensity of intrinsic activity in the dorsolateral prefrontal and striatal nodes of the executive control network. Functional connectivity between the same structures was positively correlated with executive performance in the whole sample, but significantly reduced in patients. The present data suggest that AUD patients' executive impairment reflects dysfunctional connectivity between the cortical and subcortical nodes of the networks underlying cognitive control on goal-directed behavior. This evidence provides a baseline for future studies addressing the abnormal neural architecture underlying cognitive impairment in AUDs and the outcome of rehabilitative treatment. (C) 2019 Elsevier Ltd. All rights reserved.",NA,NA,NA,0,
ALC,"Posterior fronto-medial atrophy reflects decreased loss aversion, but not executive impairment, in alcohol use disorder",Addict. Biol.,NA,"Gianelli, Claudia; Basso, Gianpaolo; Manera, Marina; Poggi, Paolo; Canessa, Nicola","Canessa, N (corresponding author), Ist Clin Scientif Maugeri IRCCS, Cognit Neurosci Lab Pavia Inst, I-27100 Pavia, Italy.",Canessa,someemail@address.com,"Decreased punishment sensitivity in alcohol use disorder (AUD) might reflect a reduction in the typical human tendency to overweigh negative choice outcomes compared with equivalent positive ones, that is, 'loss aversion.' While this hypothesis is supported by previous reports of reduced loss aversion in AUD, it is still unknown whether such decreased sensitivity to prospective losses represents a specific facet of altered decision-making or a secondary effect of executive/working-memory impairments. We addressed this issue by assessing whether lower loss aversion in 22 AUD patients compared with 19 healthy controls is explained by their differential executive or working-memory performance and by investigating its neural basis in terms of grey matter density and cortical thickness via voxel- and surface-based morphometry, respectively. A significant decrease of loss aversion in patients, unrelated to their impaired executive/working-memory performance, reflected the reduction of posterior fronto-medial grey matter density and right frontopolar cortical thickness. Rather than their executive deficits, patients' reduced loss aversion reflects the structural damage of the posterior fronto-medial cortex previously associated with solving conflicts at the response level, where earlier functional magnetic resonance imaging (fMRI) studies have shown a 'neural loss aversion' pattern of steeper deactivation for losses than activation for gains, and of the frontopolar cortex in charge of managing competing goals. These findings highlight possible directions for addressing AUD patients' high relapse rate, for example, cognitive-behavioural rehabilitative interventions enhancing the awareness of the adverse outcomes of addiction or neurostimulation protocols targeting the regions processing their salience.",NA,NA,NA,0,
ALC,Delay discounting and reward sensitivity in a 2 x 2 study of bipolar disorder and alcohol dependence,Addiction,2019,"Mellick, William; Tolliver, Bryan K.; Brenner, Helena; Prisciandaro, James J.","Prisciandaro, JJ (corresponding author), Med Univ South Carolina, Dept Psychiat & Behav Sci, 125 Doughty St,Room Suite 190, Charleston, SC 29403 USA.",Prisciandaro,someemail@address.com,"Background and Aims Separate studies have shown increased delay discounting in people with bipolar disorder (BD) and people with alcohol dependence (AD) relative to people without mental health problems. Delay discounting was compared in people with no mental health problems, AD, BD and AD plus BD. Associations of delay discounting with self-reported impulsivity and reward sensitivity were also assessed. Design The study was a two-by-two factorial comparative observational design. Setting Data were collected at baseline diagnostic visits as part of a neuroimaging study at a medical university in South Carolina, USA. Participants Twenty-two BD + AD, 33 BD, 28 AD and 27 people without mental health problems participated. Measurements Diagnostic and clinician-rated symptom measures, self-report questionnaires and a computerized delay discounting task were administered. Two-by-two general linear univariate models were tested to examine between-group differences on discounting rates, and bivariate correlations and hierarchical regression analyses were performed to examine associations between discounting rates and self-reported reward sensitivity and impulsivity. Findings There was a significant main effect of AD (P = 0.006, eta(2) = 0.068). The main effect of BD and the BD x AD interaction terms were non-significant (P >= 0.293, eta(2) <= 0.010). Reward sensitivity and impulsivity were not significantly associated with discounting rates after adjustment for the other (P >= 0.089). Conclusions People with alcohol dependence appear to have higher delay discounting, while previously found associations between bipolar disorder and delay discounting may be secondary to alcohol use disorder.",NA,NA,NA,0,
ALC,Structural neuroimaging correlates of alcohol and cannabis use in adolescents and adults,Addiction,2017,"Thayer, Rachel E.; YorkWilliams, Sophie; Karoly, Hollis C.; Sabbineni, Amithrupa; Ewing, Sarah Feldstein; Bryan, Angela D.; Hutchison, Kent E.","Thayer, RE (corresponding author), Dept Psychol & Neurosci, Muenzinger D244,UCB 345, Boulder, CO 80309 USA.",Thayer,someemail@address.com,"Background and Aims Chronic alcohol use is associated with lower gray matter volume, and we reported recently that alcohol use showed negative associations with widespread gray matter (GM) volume even among young adults. The current study aimed to test the strength of association between (1) alcohol use and GM volume; (2) alcohol use and white matter (WM) integrity; (3) cannabis use and GM volume; and (4) cannabis use and WM integrity among adults and adolescents. Design and Setting General linear models within large pooled cross-sectional samples of adolescents and adults who had participated in studies collecting substance use and neuroimaging data in the southwestern United States. Participants The current analysis included adults aged 18-55 years (n=853) and adolescents aged 14-18 years (n=439) with a range of alcohol and cannabis use. Measurements The dependent variable was GM volume or WM integrity, with key predictors of alcohol use [Alcohol Use Disorders Identification Test (AUDIT) score] and cannabis use (past 30-day use). Findings Alcohol use showed large clusters of negative associations (eta(2)(p)=0.028-0.145, P<0.001) with GM volume among adults and to a lesser extent (one cluster; eta(2)(p)=0.070, P<0.05) among adolescents. Large clusters showed significant associations (eta(2)(p)=0.050-0.124, P<0.001) of higher alcohol use with poorer WM integrity, whereas adolescents showed no significant associations between alcohol use and WM. No associations were observed between structural measures and past 30-day cannabis use in adults or adolescents. Conclusions Alcohol use severity is associated with widespread lower gray matter volume and white matter integrity in adults, and with lower gray matter volume in adolescents.",NA,NA,NA,0,
ALC,Structural deficits in salience network regions are associated with increased impulsivity and compulsivity in alcohol dependence,Drug Alcohol Depend.,2017,"Grodin, Erica N.; Cortes, Carlos R.; Spagnolo, Primavera A.; Momenan, Reza","Momenan, R (corresponding author), 10 Ctr Dr,MSC1108, Bethesda, MD 20892 USA.",Momenan,someemail@address.com,"Background: Convergent preclinical and clinical evidence has linked the anterior insula to impulsivity and alcohol-associated compulsivity. The anterior insula is functionally connected to the anterior cingulate cortex, together comprising the major nodes of the salience network, which serves to signal salient events, including negative consequences. Clinical studies have found structural and functional alterations in the anterior insula and anterior cingulate cortices of alcohol dependent individuals. No studies have yet investigated the association between morphometric abnormalities in salience network regions and the phenotype of high levels of impulsivity and compulsivity seen in alcohol dependent individuals. Methods: In the current study, we compared self-report impulsivity, decisional impulsivity, self-report compulsivity, and structural neuroimaging measures in a sample of alcohol dependent individuals (n = 60) and a comparison group of healthy controls (n - 49). Front the structural magnetic resonance images, we calculated volume and cortical thickness for 6 regions of interest: left and right anterior insula, posterior insula, and anterior cingulate. Results: We found that alcohol dependent individuals had smaller anterior insula and anterior cingulate volumes, as well as thinner anterior insula cortices. There were no group differences in posterior insula morphometry. Anterior insula and anterior cingulate structural measures were negatively associated with self-report impulsivity, decisional impulsivity, and compulsivity measures. Conclusions: Our results suggest that addiction endophenotypes are associated with salience network morphometry in alcohol addiction. These relationships indicate that salience network hubs represent potential treatment targets for impulse control disorders, including alcohol addiction.",NA,NA,NA,0,
NIC,Classifying and characterizing nicotine use disorder with high accuracy using machine learning and resting-state fMRI,Addict. Biol.,2019,"Wetherill, Reagan R.; Rao, Hengyi; Hager, Nathan; Wang, Jieqiong; Franklin, Teresa R.; Fan, Yong","Wetherill, RR (corresponding author), Univ Penn, Dept Psychiat, Perelman Sch Med, 3535 Market St,Suite 500,Off 545, Philadelphia, PA 19104 USA.",Wetherill,someemail@address.com,"Cigarette smoking continues to be a leading cause of preventable morbidity and mortality. Although the majority of smokers report making a quit attempt in the past year, smoking cessation rates remain modest. Thus, developing accurate, data-driven methods that can classify and characterize the neural features of nicotine use disorder (NUD) would be a powerful clinical tool that could aid in optimizing treatment development and guide treatment modifications. This investigation applied support vector machine-based classification to resting-state functional connectivity (rsFC) data from individuals diagnosed with NUD (n = 108; 63 male) and matched nonsmoking controls (n = 108; 63 male) and multi-dimensional scaling to visualize the heterogeneity of NUD in individual smokers based on rsFC measures. Machine-based learning models identified five resting-state networks that played a role in distinguishing smokers from controls: the posterior and anterior default mode networks, the sensorimotor network, the salience network and the right executive control network. The classification method constructed classifiers with an average correct classification rate of 88.1 percent and an average area under the curve of 0.93. Compared with controls, individuals with NUD had weaker functional connectivity measures within these networks (P < 0.05, false discovery rate corrected). Further, multi-dimensional scaling visualization demonstrated that controls were similar to each other whereas individuals with NUD had less similarity to controls and to other individuals with NUD. Our findings build upon previous literature demonstrating that machine learning-based approaches to classifying rsFC data offer a valuable technique to understanding network-level differences in nicotine-related neurobiology and extend previous findings by improving classification accuracy and demonstrating the heterogeneity in resting-state networks of individuals with NUD.",NA,NA,NA,0,
ALC,Investigation of brain functional connectivity to assess cognitive control over cue-processing in Alcohol Use Disorder,Addict. Biol.,2021,"Strosche, Alicia; Zhang, Xiaochu; Kirsch, Martina; Hermann, Derik; Ende, Gabriele; Kiefer, Falk; Vollstaedt-Klein, Sabine","Vollstadt-Klein, S (corresponding author), Heidelberg Univ, Cent Inst Mental Hlth, Dept Addict Behav & Addict Med, POB 12 21 20, D-68072 Mannheim, Germany.",Vollstadt-Klein,someemail@address.com,"Alcohol Use Disorder has been associated with impairments of functional connectivity between neural networks underlying reward processing and cognitive control. Evidence for aberrant functional connectivity between the striatum, insula, and frontal cortex in alcohol users exists at rest, but not during cue-exposure. In this study, we investigated functional connectivity changes during a cue-reactivity task across different subgroups of alcohol consumers. Ninety-six participants (ranging from light social to heavy social drinkers and nonabstinent dependent to abstinent dependent drinkers) were examined. A functional magnetic resonance imaging cue-reactivity paradigm was administered, during which alcohol-related and neutral stimuli were presented. Applying psychophysiological interaction analyses, we found: (a) Abstinent alcohol-dependent patients compared with non-abstinent dependent drinkers showed a greater increase of functional connectivity of the ventral striatum and anterior insula with the anterior cingulate cortex and dorsolateral prefrontal cortex during the presentation of alcohol cues compared with neutral cues. (b) Subjective craving correlated positively with functional connectivity change between the posterior insula and the medial orbitofrontal cortex and negatively with functional connectivity change between the ventral striatum and the anterior cingulate cortex, dorsolateral prefrontal cortex, and lateral orbitofrontal cortex. (c) Compulsivity of alcohol use correlated positively with functional connectivity change between the dorsolateral prefrontal cortex and the ventral striatum, anterior insula, and posterior insula. Results suggest increased cognitive control over cue-processing in abstinent alcohol-dependent patients, compensating high levels of cue-provoked craving and compulsive use.",NA,NA,NA,0,
ALC,Nalmefene attenuates neural alcohol cue-reactivity in the ventral striatum and subjective alcohol craving in patients with alcohol use disorder,Psychopharmacology,2021,"Karl, Damian; Bumb, J. Malte; Bach, Patrick; Dinter, Christina; Koopmann, Anne; Hermann, Derik; Mann, Karl; Kiefer, Falk; Vollstaedt-Klein, Sabine","Vollstadt-Klein, S (corresponding author), Heidelberg Univ, Med Fac Mannheim, Cent Inst Mental Hlth, Dept Addict Behav & Addict Med, Mannheim, Germany.; Vollstadt-Klein, S (corresponding author), Heidelberg Univ, Med Fac Mannheim, Mannheim Ctr Translat Neurosci MCTN, Mannheim, Germany.",Vollstadt-Klein,someemail@address.com,"Rationale Alcohol use disorder is a common and devastating mental illness for which satisfactory treatments are still lacking. Nalmefene, as an opioid receptor modulator, could pharmacologically support the reduction of drinking by reducing the (anticipated) rewarding effects of alcohol and expanding the range of treatment options. It has been hypothesized that nalmefene acts via an indirect modulation of the mesolimbic reward system. So far, only a few imaging findings on the neuronal response to nalmefene are available. Objectives We tested the effect of a single dose of 18 mg nalmefene on neuronal cue-reactivity in the ventral and dorsal striatum and subjective craving. Methods Eighteen non-treatment-seeking participants with alcohol use disorder (67% male, M = 50.3 +/- 13.9 years) with a current high-risk drinking level (M = 76.9 +/- 52 g of pure alcohol per day) were investigated using a cue-reactivity task during functional magnetic resonance imaging (fMRI) in a double-blind, placebo-controlled, cross-over study/design. In addition, self-reported craving was assessed before and after exposure to alcohol cues. Results An a priori defined region of interest (ROI) analysis of fMRI data from 15 participants revealed that nalmefene reduced alcohol cue-reactivity in the ventral, but not the dorsal striatum. Additionally, the subjective craving was significantly reduced after the cue-reactivity task under nalmefene compared to placebo. Conclusion In the present study, reduced craving and cue-reactivity to alcohol stimuli in the ventral striatum by nalmefene indicates a potential anti-craving effect of this drug via attenuation of neural alcohol cue-reactivity.",NA,NA,NA,0,
OPI,Current Understanding of the Neurobiology of Opioid Use Disorder: an Overview,Curr. Behav. Neurosci. Rep.,2019,"Moningka, Hestia; Lichenstein, Sarah; Yip, Sarah W.","Yip, SW (corresponding author), Yale Sch Med, Dept Psychiat, 1 Church St,Suite 731, New Haven, CT 06510 USA.",Yip,someemail@address.com,"Purpose of ReviewThis review provides an overview of the neurobiological mechanisms underlying opioid use disorder (OUD) drawing from genetic, functional, and structural magnetic resonance imaging (MRI) research.Recent FindingsPreliminary evidence suggests an association between OUD and specific variants of the DRD2, delta -opioid receptor 1 (OPRD1), and mu -opioid receptor 1 (OPRM1) genes. Additionally, MRI research indicates functional and structural alterations in striatal and corticolimbic brain regions and pathways underlying reward, emotion/stress, and cognitive control processes among individuals with OUD.SummaryIndividual differences in genetic and functional and structural brain-based features are correlated with differences in OUD severity and treatment outcomes, and therefore may potentially one day be used to inform OUD treatment selection. However, given the heterogeneous findings reported, further longitudinal research across different stages of opioid addiction is needed to yield a convergent characterization of OUD and improve treatment and prevention.",NA,NA,NA,0,
ALC,Conflict anticipation in alcohol dependence - A model-based fMRI study of stop signal task,NeuroImage-Clin.,2015,"Hu, Sien; Ide, Jaime S.; Zhang, Sheng; Sinha, Rajita; Li, Chiang-shan R.","Hu, S (corresponding author), Connecticut Mental Hlth Ctr, S108,34 Pk St, New Haven, CT 06519 USA.",Hu,someemail@address.com,"Background: Our previous work characterized altered cerebral activations during cognitive control in individuals with alcohol dependence (AD). A hallmark of cognitive control is the ability to anticipate changes and adjust behavior accordingly. Here, we employed a Bayesian model to describe trial-by-trial anticipation of the stop signal and modeled fMRI signals of conflict anticipation in a stop signal task. Our goal is to characterize the neural correlates of conflict anticipation and its relationship to response inhibition and alcohol consumption in AD. Methods: Twenty-four AD and 70 age and gender matched healthy control individuals (HC) participated in the study. fMRI data were pre-processed and modeled with SPM8. We modeled fMRI signals at trial onset with individual events parametrically modulated by estimated probability of the stop signal, p(Stop), and compared regional responses to conflict anticipation between AD and HC. To address the link to response inhibition, we regressed whole-brain responses to conflict anticipation against the stop signal reaction time (SSRT). Results: Compared to HC (54/70), fewer AD (11/24) showed a significant sequential effect -a correlation between p(Stop) and RT during go trials-and themagnitude of sequential effect is diminished, suggesting a deficit in proactive control. Parametric analyses showed decreased learning rate and over-estimated prior mean of the stop signal in AD. In fMRI, both HC and AD responded to p(Stop) in bilateral inferior parietal cortex and anterior pre-supplementary motor area, although the magnitude of response increased in AD. In contrast, HC but not AD showed deactivation of the perigenual anterior cingulate cortex (pgACC). Furthermore, deactivation of the pgACC to increasing p(Stop) is positively correlated with the SSRT in HC but not AD. Recent alcohol consumption is correlated with increased activation of the thalamus and cerebellum in AD during conflict anticipation. Conclusions: The current results highlight altered proactive control that may serve as an additional behavioral and neural marker of alcohol dependence. (C) 2015 The Authors. Published by Elsevier Inc.",NA,NA,NA,0,
ALC,Behavioral and neuroimaging evidence for overreliance on habit learning in alcohol-dependent patients,Transl. Psychiatr.,2013,"Sjoerds, Z.; de Wit, S.; van den Brink, W.; Robbins, T. W.; Beekman, A. T. F.; Penninx, B. W. J. H.; Veltman, D. J.","Sjoerds, Z (corresponding author), Max Planck Inst Human Cognit & Brain Sci, Fellow Grp Cognit & Affect Control Behav Adaptat, Room C211,Stephanstr 1A, D-04103 Leipzig, Germany.",Sjoerds,someemail@address.com,"Substance dependence is characterized by compulsive drug-taking despite negative consequences. Animal research suggests an underlying imbalance between goal-directed and habitual action control with chronic drug use. However, this imbalance, and its associated neurophysiological mechanisms, has not yet been experimentally investigated in human drug abusers. The aim of the present study therefore was to assess the balance between goal-directed and habit-based learning and its neural correlates in abstinent alcohol-dependent (AD) patients. A total of 31 AD patients and 19 age, gender and education matched healthy controls (HC) underwent functional magnetic resonance imaging (fMRI) during completion of an instrumental learning task designed to study the balance between goal-directed and habit learning. Task performance and task-related blood oxygen level-dependent activations in the brain were compared between AD patients and healthy matched controls. Findings were additionally associated with duration and severity of alcohol dependence. The results of this study provide evidence for an overreliance on stimulus-response habit learning in AD compared with HC, which was accompanied by decreased engagement of brain areas implicated in goal-directed action (ventromedial prefrontal cortex and anterior putamen) and increased recruitment of brain areas implicated in habit learning (posterior putamen) in AD patients. In conclusion, this is the first human study to provide experimental evidence for a disturbed balance between goal-directed and habitual control by use of an instrumental learning task, and to directly implicate cortical dysfunction to overreliance on inflexible habits in AD patients.",NA,NA,NA,0,
OPI,Disrupted coupling of large-scale networks is associated with relapse behaviour in heroin-dependent men,J. Psychiatry Neurosci.,2018,"Li, Qiang; Liu, Jierong; Wang, Wei; Wang, Yarong; Li, Wei; Chen, Jiajie; Zhu, Jia; Yan, Xuejiao; Li, Yongbin; Li, Zhe; Ye, Jianjun; Wang, Wei","Li, Q; Wang, W (corresponding author), Fourth Mil Med Univ, Dept Radiol, Tangdu Hosp, 569 Xinsi Rd, Xian 710038, Shaanxi, Peoples R China.",Li,someemail@address.com,"Background: It is unknown whether impaired coupling among 3 core large-scale brain networks (salience [SN], default mode [DMN] and executive control networks [ECN]) is associated with relapse behaviour in treated heroin-dependent patients. Methods: We conducted a prospective resting-state functional MRI study comparing the functional connectivity strength among healthy controls and heroin-dependent men who had either relapsed or were in early remission. Men were considered to be either relapsed or in early remission based on urine drug screens during a 3-month follow-up period. We also examined how the coupling of large-scale networks correlated with relapse behaviour among heroin-dependent men. Results: We included 20 controls and 50 heroin-dependent men (26 relapsed and 24 early remission) in our analyses. The relapsed men showed greater connectivity than the early remission and control groups between the dorsal anterior cingulate cortex (key node of the SN) and the dorsomedial prefrontal cortex (included in the DMN). The relapsed men and controls showed lower connectivity than the early remission group between the left dorsolateral prefrontal cortex (key node of the left ECN) and the dorsomedial prefrontal cortex. The percentage of positive urine drug screens positively correlated with the coupling between the dorsal anterior cingulate cortex and dorsomedial prefrontal cortex, but negatively correlated with the coupling between the left dorsolateral prefrontal cortex and dorsomedial prefrontal cortex. Limitations: We examined deficits in only 3 core networks leading to relapse behaviour. Other networks may also contribute to relapse. Conclusion: Greater coupling between the SN and DMN and lower coupling between the left ECN and DMN is associated with relapse behaviour. These findings may shed light on the development of new treatments for heroin addiction.",NA,NA,NA,0,
NIC,The neural mechanisms of immediate and follow-up of the treatment effect of hypnosis on smoking craving,Brain Imaging Behav.,2020,"Li, Xiaoming; Chen, Lijun; Ma, Ru; Wang, Haibao; Wan, Li; Bu, Junjie; Hong, Wei; Lv, Wanwan; Yang, Yihong; Rao, Hengyi; Zhang, Xiaochu","Zhang, XC (corresponding author), Univ Sci & Technol China, Hefei Natl Lab Phys Sci Microscale, Hefei 230027, Anhui, Peoples R China.; Zhang, XC (corresponding author), Univ Sci & Technol China, Sch Life Sci, Hefei 230027, Anhui, Peoples R China.; Wang, HB (corresponding author), Anhui Med Univ, Dept Radiol, Affiliated Hosp 1, Hefei 230032, Anhui, Peoples R China.; Zhang, XC (corresponding author), Univ Sci & Technol China, Sch Humanities & Social Sci, Hefei 230026, Anhui, Peoples R China.; Zhang, XC (corresponding author), Tianjin Normal Univ, Acad Psychol & Behav, Tianjin 30074, Peoples R China.; Zhang, XC (corresponding author), Anhui Mental Hlth Ctr, Hefei Med Res Ctr Alcohol Addict, Hefei 230031, Anhui, Peoples R China.",Zhang,someemail@address.com,"Hypnosis has a therapeutic effect on substance dependence. However, its neural basis remains unclear, which impedes its further clinical applications. This study investigated the mechanisms of smoking treatment based on hypnosis from two perspectives: immediate and follow-up effects. Twenty-four smokers screened from 132 volunteers underwent hypnosis suggestion and performed a smoking-related cue task twice during functional magnetic resonance imaging (fMRI) scanning (in normal and hypnotic states). The number of cigarettes smoked per day was recorded at follow-up visits.The smokers reported decreased craving after hypnosis. The activations in the right dorsal lateral prefrontal cortex (rDLPFC), the left insula and the right middle frontal gyrus (rMFG), and the functional connectivity between the rDLPFC and the left insula were increased in the hypnotic state. The reduced craving was related to the DLPFC-insula network, which reflected the immediate mechanism of hypnosis on smoking. The number of cigarette use at the 1-week and 1 month follow-up was correlated with the rMFG activation which reflecting hypnotic depth, suggesting the follow-up effect of hypnosis on smoking depended on the trait of smokers. We identified two different mechanisms of hypnosis effect on smoking, which have important implications for design and optimization of hypnotic treatments on mental disorders.",NA,NA,NA,0,
NIC,Altered White Matter Integrity in Smokers Is Associated with Smoking Cessation Outcomes,Front. Hum. Neurosci.,2017,"Huang, Peiyu; Shen, Zhujing; Wang, Chao; Qian, Wei; Zhang, Huan; Yang, Yihong; Zhang, Minming","Zhang, MM (corresponding author), Zhejiang Univ, Sch Med, Affiliated Hosp 2, Dept Radiol, Hangzhou, Zhejiang, Peoples R China.; Yang, YH (corresponding author), NIDA, Neuroimaging Res Branch, NIH, Baltimore, MD 21224 USA.",Zhang,someemail@address.com,"Smoking is a significant cause of preventable mortality worldwide. Understanding the neural mechanisms of nicotine addiction and smoking cessation may provide effective targets for developing treatment strategies. In the present study, we explored whether smokers have white matter alterations and whether these alterations are related to cessation outcomes and smoking behaviors. Sixty-six smokers and thirty-seven healthy non-smokers were enrolled. The participants underwent magnetic resonance imaging scans and smoking-related behavioral assessments. After a 12-week treatment with varenicline, 28 smokers succeeded in quitting smoking and 38 failed. Diffusion parameter maps were compared among the non-smokers, future quitters, and relapsers to identify white matter differences. We found that the future relapsers had significantly lower fractional anisotropy (FA) in the orbitofrontal area than non-smokers, and higher FA in the cerebellum than non-smokers and future quitters. The future quitters had significantly lower FA in the postcentral gyrus compared to non-smokers and future relapsers. Compared to non-smokers, pooled smokers had lower FA in bilateral orbitofrontal gyrus and left superior frontal gyrus. In addition, regression analysis showed that the left orbitofrontal FA was correlated with smoking-relevant behaviors. These results suggest that white matter alterations in smokers may contribute to the formation of aberrant brain circuits underlying smoking behaviors and are associated with future smoking cessation outcomes.",NA,NA,NA,0,
NIC,Brain Gray Matter Volume and Functional Connectivity Are Associated With Smoking Cessation Outcomes,Front. Hum. Neurosci.,2019,"Qian, Wei; Huang, Peiyu; Shen, Zhujing; Wang, Chao; Yang, Yihong; Zhang, Minming","Zhang, MM (corresponding author), Zhejiang Univ, Affiliated Hosp 2, Dept Radiol, Sch Med, Hangzhou, Zhejiang, Peoples R China.",Zhang,someemail@address.com,"Smoking cessation is critical for reducing the risk of respiratory, cardiovascular diseases and cancers. However, most cessation attempts resulted in failure. In the present study, we aim to explore whether alterations of brain gray matter (GM) volume and functional connectivity (FC) are related to cessation outcomes, in hope of providing evidence for improving smoking cessation outcomes. Seventy-three smokers and 41 non-smokers were enrolled in the present study. All smokers participated in a 12-week smoking cessation treatment during which Varenicline was used to aid cessation. At the end of treatment, the smokers were divided into quitters and relapsers based on their abstinence performance. Structural magnetic resonance imaging (MRI) and voxel-based morphometry were applied to quantify the differences of regional brain volumes among the three groups at baseline. In addition, resting-state FC was used to investigate the related functional changes. In comparison with non-smokers, the smokers showed smaller GM volume in the left dorsal medial thalamus. Among the 73 smokers, 29 subjects successfully quitted smoking. The quitters showed greater GM volume than the relapsers in the right postcentral gyrus, right putamen ncaudate nucleus and left orbitofrontal cortex (OFC). The GM volume in the left OFC was found to be negatively correlated with the pack years and daily smoking amount in the quitters. Furthermore, we found significantly reduced FC between left thalamus and left cerebellum in the relapsers. These findings extended our knowledge of the neural mechanism of smoking cessation, and suggested that brain structural and functional changes were related to smoking cessation outcomes.",NA,NA,NA,0,
NIC,Cerebellar Gray Matter Reductions Associate With Decreased Functional Connectivity in Nicotine-Dependent Individuals,Nicotine Tob. Res.,2018,"Shen, Zhujing; Huang, Peiyu; Wang, Chao; Qian, Wei; Yang, Yihong; Zhang, Minming","Zhang, MM (corresponding author), Zhejiang Univ, Affiliated Hosp 2, Dept Radiol, Sch Med, 88 Jiefang Rd, Hangzhou 310009, Zhejiang, Peoples R China.",Zhang,someemail@address.com,"Introduction: Nicotine dependence (ND) is a chronic, relapsing mental disorder characterized by compulsive cigarette seeking and smoking. Although the cerebellum plays an increasingly implicated role in ND, the exact cerebellar alterations in ND remain unclear. Identifying the localization of these cerebellar abnormalities in ND may help to further understand the role of the cerebellum in ND. Thus, we investigated the structural and functional alterations in the cerebellum in a large sample of smokers using the spatially unbiased infratentorial template (SUIT). Methods: High-resolution structural magnetic resonance imaging (MRI) data were acquired from 85 smokers and 41 nonsmokers. We applied voxel-based morphometry (VBM) and the SUIT cerebellar atlas to compare the cerebellar gray matter (GM) volume between smokers and nonsmokers. Using resting-state functional MRI data, we also performed seed-based functional connectivity (FC) analysis to examine the functional correlates of the GM volume changes. Results: Both VBM and lobular analyses revealed smaller GM volume in the bilateral Crus I in smokers. The GM volume of the left Crus I was inversely correlated with the severity of nicotine dependence as assessed by Fagerstrom Test for Nicotine Dependence (r = -.268, p = .013). We also found reduced FC between the bilateral Crus I and brain regions involved in the default mode network and motor system, as well as the frontal and temporal cortex in smokers. Conclusions: Our results indicate that decreased cerebellar GM volume and corticocerebellar FC are associated with ND, and these may underlie the core ND phenotypes, including automatized smoking behavior, cognitive, and emotional deficits.",NA,NA,NA,0,
